,PASSION,Doctor,Lawyer,Teacher,Engineer,Accountant,Nurse,Police,Architect,Dentist,Pharmacist,Max_Similarity_Column
325,enjinnir,8.838834764831843,20.412414523193153,25.0,75.0,35.35533905932738,55.90169943749474,30.618621784789728,27.735009811261456,50.0,21.65063509461097,Engineer
326,doctar,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
327,polICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
328,lAWYeR,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
329,Engninir,8.838834764831843,20.412414523193153,25.0,81.25,35.35533905932738,55.90169943749474,30.618621784789728,27.735009811261456,50.0,21.65063509461097,Engineer
330,denstist,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
331,ARCHTECT,51.031036307982866,35.35533905932738,86.60254037844386,28.86751345948129,68.04138174397718,25.81988897471611,35.35533905932738,96.0768922830523,48.112522432468815,66.66666666666667,Architect
332,teAcHEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
333,lAWYEr,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
334,tEaChER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
335,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
336,DESTIST,31.980107453341567,12.309149097933275,40.20151261036848,30.15113445777636,28.42676218074806,40.45199174779452,24.61829819586655,50.17452060042545,90.4534033733291,43.51941398892446,Dentist
337,pOlICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
338,dokteor,82.49579113843053,27.216552697590867,44.44444444444444,33.33333333333333,31.426968052735443,29.8142396999972,40.824829046386306,36.980013081681946,44.44444444444444,19.245008972987527,Doctor
339,tEACHEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
340,engieneerr,13.867504905630728,48.03844614152615,65.37204504606134,98.05806756909202,18.490006540840973,70.16464154456234,40.03203845127179,38.07498052542949,45.76043153224295,16.98415551216894,Engineer
341,enjenear,8.838834764831843,51.03103630798288,66.66666666666666,87.5,35.35533905932738,67.08203932499369,30.618621784789728,34.668762264076825,41.66666666666667,21.65063509461097,Engineer
342,nurxe,15.811388300841896,36.51483716701107,44.721359549995796,67.08203932499369,31.622776601683793,79.99999999999999,18.257418583505537,24.806946917841692,29.8142396999972,12.909944487358056,Nurse
343,enjeeneer,6.350006350009525,43.994134506406,65.85527740981748,89.80265101338746,16.93335026669207,64.2575463121999,36.66177875533833,29.88812888320308,41.90790380624748,5.184758473652128,Engineer
344,dentisst,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
345,enjineer,8.838834764831843,40.824829046386306,58.333333333333336,93.75,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
346,pharacists,28.34733547569204,32.73268353539886,53.45224838248488,13.36306209562122,50.39526306789697,35.85685828003181,32.73268353539886,66.71243849949911,44.5435403187374,92.58200997725515,Pharmacist
347,DOCTOUR,94.28090415820633,13.608276348795433,33.33333333333333,8.333333333333332,54.997194092287025,29.8142396999972,40.824829046386306,46.22501635210243,33.33333333333333,28.867513459481287,Doctor
348,teacHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
349,enjeinear,8.57492925712544,49.50737714883372,64.67616667635546,90.95085938862486,34.29971702850177,65.07913734559685,39.60590171906698,40.36036763977875,48.5071250072666,28.0056016805602,Engineer
350,narse,15.811388300841896,54.77225575051661,59.6284793999944,67.08203932499369,42.16370213557839,79.99999999999999,18.257418583505537,37.210420376762535,44.721359549995796,51.63977794943222,Nurse
351,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
352,DaKtaR,37.49999999999999,43.30127018922194,47.14045207910316,8.838834764831843,50.0,15.811388300841896,0.0,49.029033784546,35.35533905932737,61.23724356957945,Pharmacist
353,enginaar,10.206207261596575,47.14045207910317,48.112522432468815,72.16878364870323,54.433105395181734,51.63977794943222,23.570226039551585,40.03203845127179,38.490017945975055,50.000000000000014,Engineer
354,AccoUNtANT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
355,pOlIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
356,Enginnar,9.44911182523068,32.73268353539886,35.63483225498992,80.17837257372732,50.39526306789697,59.76143046671968,21.82178902359924,29.649972666444054,44.5435403187374,30.860669992418387,Engineer
357,doktar,72.16878364870323,33.333333333333336,40.824829046386306,10.206207261596576,48.11252243246882,18.257418583505537,16.666666666666668,45.29108136578384,40.824829046386306,47.14045207910317,Doctor
358,ENGINNEER,7.715167498104596,35.634832254989924,50.91750772173156,98.19805060619657,30.860669992418387,68.31300510639733,35.634832254989924,30.261376633440122,50.91750772173156,12.598815766974242,Engineer
359,TeachEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
360,teAcHEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
361,TEACHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
362,engeneaar,8.111071056538126,56.19514869490164,68.82472016116851,86.03090020146065,43.25904563487001,61.55870112510924,28.09757434745082,38.17708577854667,38.235955645093625,33.1133089266261,Engineer
363,denitsist,27.386127875258303,10.540925533894598,34.42651863295481,45.18480570575319,36.51483716701108,46.18802153517005,31.622776601683793,50.128041182760306,94.67292624062573,44.721359549995796,Dentist
364,TEAcHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
365,aCCOUNTANT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
366,lAWYr,15.811388300841896,91.28709291752769,29.8142396999972,11.180339887498949,21.081851067789195,19.999999999999996,18.257418583505537,24.806946917841692,0.0,38.72983346207417,Lawyer
367,arckitekt,39.2232270276368,33.96831102433788,64.71502289294341,34.668762264076825,52.297636036849084,24.806946917841692,33.96831102433788,76.92307692307693,55.47001962252291,56.04485383178051,Architect
368,DoCtooR,98.058067569092,11.32277034144596,27.735009811261456,6.933752452815364,45.760431532242954,12.403473458920846,45.29108136578384,38.46153846153847,27.735009811261456,24.019223070763076,Doctor
369,TEaCHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
370,dentista,33.54101966249684,25.819888974716115,52.70462766947299,47.43416490252569,59.6284793999944,42.426406871192846,25.819888974716115,61.39406135149205,94.86832980505137,54.77225575051661,Dentist
371,PoLiCe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
372,PoLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
373,docta,79.05694150420948,18.257418583505537,44.721359549995796,0.0,73.78647873726219,0.0,36.51483716701107,62.01736729460423,44.721359549995796,51.63977794943222,Doctor
374,DOCTAR,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
375,TeachER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
376,POlIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
377,denists,23.57022603955158,13.608276348795433,33.33333333333333,50.0,31.426968052735443,59.6284793999944,27.216552697590867,36.980013081681946,88.88888888888889,38.490017945975055,Dentist
378,teAcheR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
379,ENGINNEER,7.715167498104596,35.634832254989924,50.91750772173156,98.19805060619657,30.860669992418387,68.31300510639733,35.634832254989924,30.261376633440122,50.91750772173156,12.598815766974242,Engineer
380,denists,23.57022603955158,13.608276348795433,33.33333333333333,50.0,31.426968052735443,59.6284793999944,27.216552697590867,36.980013081681946,88.88888888888889,38.490017945975055,Dentist
381,nusle,0.0,36.51483716701107,29.8142396999972,55.90169943749474,31.622776601683793,79.99999999999999,36.51483716701107,12.403473458920846,44.721359549995796,12.909944487358056,Nurse
382,TeaCHEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
383,TeAcHER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
384,poLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
385,DENITSTS,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
386,dentiss,23.57022603955158,13.608276348795433,33.33333333333333,50.0,31.426968052735443,59.6284793999944,27.216552697590867,36.980013081681946,88.88888888888889,38.490017945975055,Dentist
387,DENITS,28.86751345948129,16.666666666666668,40.824829046386306,61.237243569579455,38.490017945975055,54.77225575051661,33.333333333333336,45.29108136578384,95.25793444156805,35.35533905932738,Dentist
388,ARCHTET,47.14045207910316,40.824829046386306,88.88888888888889,33.33333333333333,62.853936105470886,29.8142396999972,27.216552697590867,92.45003270420486,55.55555555555556,67.35753140545634,Architect
389,PoLiCE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
390,phaemacist,20.41241452319315,35.35533905932738,67.35753140545634,28.86751345948129,54.433105395181734,25.81988897471611,47.14045207910317,72.05766921228923,48.112522432468815,91.66666666666669,Pharmacist
391,ENGENEER,7.5377836144440895,43.51941398892446,63.960214906683134,95.9403223600247,20.10075630518424,66.74238124719145,34.81553119113957,29.56561979945413,42.640143271122085,6.154574548966636,Engineer
392,ENGINNEER,7.715167498104596,35.634832254989924,50.91750772173156,98.19805060619657,30.860669992418387,68.31300510639733,35.634832254989924,30.261376633440122,50.91750772173156,12.598815766974242,Engineer
393,PHARAMCISTS,27.386127875258303,31.622776601683793,51.63977794943222,12.909944487358056,48.686449556014765,34.64101615137754,31.622776601683793,64.45033866354896,43.03314829119352,96.89627902499089,Pharmacist
394,PoLICE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
395,DOCTUR,86.60254037844388,16.666666666666668,40.824829046386306,10.206207261596576,57.73502691896258,36.51483716701107,33.333333333333336,56.61385170722979,40.824829046386306,35.35533905932738,Doctor
396,TeAcheR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
397,enjnieear,8.57492925712544,49.50737714883372,64.67616667635546,90.95085938862486,34.29971702850177,65.07913734559685,39.60590171906698,40.36036763977875,48.5071250072666,28.0056016805602,Engineer
398,LAWYEr,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
399,nurxe,15.811388300841896,36.51483716701107,44.721359549995796,67.08203932499369,31.622776601683793,79.99999999999999,18.257418583505537,24.806946917841692,29.8142396999972,12.909944487358056,Nurse
400,DOKTUR,72.16878364870323,16.666666666666668,27.216552697590867,10.206207261596576,38.490017945975055,36.51483716701107,16.666666666666668,33.96831102433788,40.824829046386306,23.570226039551585,Doctor
401,PHARMAICST,30.618621784789724,35.35533905932738,57.735026918962575,14.433756729740645,54.433105395181734,25.81988897471611,35.35533905932738,72.05766921228923,38.490017945975055,100.00000000000003,Pharmacist
402,Engneear,8.838834764831843,51.03103630798288,66.66666666666666,93.75,35.35533905932738,67.08203932499369,30.618621784789728,34.668762264076825,41.66666666666667,21.65063509461097,Engineer
403,enjinearr,18.257418583505533,52.70462766947299,60.246407607670925,83.91463916782736,36.51483716701108,69.28203230275508,31.622776601683793,42.966892442365975,43.03314829119352,37.2677996249965,Engineer
404,dokatar,58.92556509887895,40.824829046386306,44.44444444444444,8.333333333333332,54.997194092287025,14.9071198499986,13.608276348795433,46.22501635210243,33.33333333333333,57.735026918962575,Doctor
405,deitist,31.980107453341567,12.309149097933275,40.20151261036848,37.68891807222045,28.42676218074806,26.967994498529684,36.92744729379982,58.536940700496366,90.4534033733291,43.51941398892446,Dentist
406,dentstist,34.29971702850176,9.901475429766744,40.42260417272217,36.38034375544994,45.73295603800236,43.386091563731235,19.80295085953349,53.813823519705004,97.0142500145332,42.0084025208403,Dentist
407,tEACHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
408,denitits,30.618621784789724,11.785113019775793,38.490017945975055,50.51814855409226,40.824829046386306,38.72983346207417,35.35533905932738,56.04485383178051,96.22504486493763,41.66666666666667,Dentist
409,ARCHETECT,45.643546458763836,42.16370213557839,94.67292624062573,45.18480570575319,60.85806194501846,34.64101615137754,42.16370213557839,93.09493362512627,51.63977794943222,59.6284793999944,Teacher
410,DENSIT,28.86751345948129,16.666666666666668,40.824829046386306,61.237243569579455,38.490017945975055,54.77225575051661,33.333333333333336,45.29108136578384,95.25793444156805,35.35533905932738,Dentist
411,dentsts,31.980107453341567,12.309149097933275,40.20151261036848,37.68891807222045,42.64014327112209,53.93598899705937,12.309149097933275,41.812100500354546,90.4534033733291,34.81553119113957,Dentist
412,DOCTRO,99.99999999999997,14.433756729740645,35.35533905932737,8.838834764831843,50.0,15.811388300841896,43.30127018922194,49.029033784546,35.35533905932737,30.618621784789724,Doctor
413,Engnieear,8.57492925712544,49.50737714883372,64.67616667635546,97.01425001453319,34.29971702850177,65.07913734559685,39.60590171906698,40.36036763977875,48.5071250072666,28.0056016805602,Engineer
414,TeaCHER,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
415,pharamist,21.320071635561042,36.92744729379982,50.251890762960606,15.07556722888818,42.64014327112209,26.967994498529684,24.61829819586655,58.536940700496366,40.20151261036848,95.74271077563381,Pharmacist
416,architackt,44.194173824159215,30.618621784789728,66.66666666666666,12.5,70.71067811865476,11.180339887498949,30.618621784789728,90.13878188659974,41.66666666666667,79.38566201357354,Architect
417,phaarmacist,25.724787771376324,39.60590171906698,56.59164584181104,12.126781251816649,57.166195047502946,21.693045781865617,29.70442628930023,67.26727939963125,32.33808333817773,98.01960588196069,Pharmacist
418,enjinear,10.206207261596575,47.14045207910317,57.735026918962575,86.60254037844388,40.824829046386306,64.54972243679028,35.35533905932738,40.03203845127179,48.112522432468815,33.333333333333336,Engineer
419,enginerr,18.89822365046136,43.64357804719848,53.45224838248488,93.54143466934853,25.197631533948485,71.71371656006362,32.73268353539886,37.062465833055064,44.5435403187374,23.14550249431379,Engineer
420,PoliCE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
421,doctore,94.28090415820633,27.216552697590867,55.55555555555556,33.33333333333333,47.14045207910317,29.8142396999972,54.433105395181734,55.47001962252291,44.44444444444444,28.867513459481287,Doctor
422,DOCTUAR,80.1783725737273,30.860669992418384,50.395263067896956,9.44911182523068,71.26966450997983,33.80617018914066,30.860669992418384,62.897090203315095,37.79644730092272,54.5544725589981,Doctor
423,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
424,architecct,50.0,28.86751345948129,78.56742013183862,29.46278254943948,66.66666666666669,21.081851067789195,48.11252243246882,98.05806756909203,47.14045207910317,68.04138174397718,Architect
425,doketor,82.49579113843053,27.216552697590867,44.44444444444444,33.33333333333333,31.426968052735443,29.8142396999972,40.824829046386306,36.980013081681946,44.44444444444444,19.245008972987527,Doctor
426,deentist,30.618621784789724,23.570226039551585,57.735026918962575,64.9519052838329,40.824829046386306,51.63977794943222,35.35533905932738,56.04485383178051,96.22504486493763,33.333333333333336,Dentist
427,architeck,42.640143271122085,36.92744729379982,80.40302522073696,37.68891807222045,56.85352436149612,26.967994498529684,49.2365963917331,91.98662110078,40.20151261036848,69.63106238227914,Architect
428,DENISTT,35.35533905932737,13.608276348795433,44.44444444444444,50.0,47.14045207910317,44.721359549995796,27.216552697590867,55.47001962252291,100.0,38.490017945975055,Dentist
429,doctar,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
430,PoliCe,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
431,enjeinear,8.57492925712544,49.50737714883372,64.67616667635546,90.95085938862486,34.29971702850177,65.07913734559685,39.60590171906698,40.36036763977875,48.5071250072666,28.0056016805602,Engineer
432,TeACHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
433,TeAchEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
434,dentissst,25.724787771376324,9.901475429766744,32.33808333817773,36.38034375544994,34.29971702850177,54.23261445466404,19.80295085953349,40.36036763977875,88.92972917998875,42.0084025208403,Dentist
435,Engenniir,8.111071056538126,28.09757434745082,38.235955645093625,91.7662935482247,32.44428422615251,61.55870112510924,37.46343246326776,31.81423814878889,53.53033790313106,19.867985355975655,Engineer
436,ingenire,9.44911182523068,32.73268353539886,44.5435403187374,93.54143466934853,25.197631533948485,59.76143046671968,43.64357804719848,37.062465833055064,53.45224838248488,23.14550249431379,Engineer
437,TEacheR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
438,ENGINNEER,7.715167498104596,35.634832254989924,50.91750772173156,98.19805060619657,30.860669992418387,68.31300510639733,35.634832254989924,30.261376633440122,50.91750772173156,12.598815766974242,Engineer
439,dentists,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
440,ENGENEER,7.5377836144440895,43.51941398892446,63.960214906683134,95.9403223600247,20.10075630518424,66.74238124719145,34.81553119113957,29.56561979945413,42.640143271122085,6.154574548966636,Engineer
441,engieneaar,7.905694150420948,54.77225575051661,67.08203932499369,89.44271909999159,42.16370213557839,59.999999999999986,36.51483716701107,43.41215710622296,44.721359549995796,38.72983346207417,Engineer
442,DocTeeR,70.71067811865474,40.824829046386306,77.77777777777779,58.333333333333336,39.28371006591931,44.721359549995796,54.433105395181734,64.71502289294341,55.55555555555556,28.867513459481287,Teacher
443,nurqe,15.811388300841896,36.51483716701107,44.721359549995796,67.08203932499369,31.622776601683793,79.99999999999999,18.257418583505537,24.806946917841692,29.8142396999972,12.909944487358056,Nurse
444,DETNISTS,30.618621784789724,11.785113019775793,38.490017945975055,43.30127018922194,40.824829046386306,51.63977794943222,23.570226039551585,48.03844614152615,96.22504486493763,41.66666666666667,Dentist
445,DOCTO,93.54143466934852,0.0,25.197631533948478,0.0,53.45224838248488,0.0,46.29100498862757,41.931393468876735,37.79644730092272,21.82178902359924,Doctor
446,AccouNTAnT,50.0,19.245008972987527,47.14045207910317,23.570226039551585,100.00000000000003,31.622776601683793,28.86751345948129,65.37204504606136,47.14045207910317,54.433105395181734,Accountant
447,DactoR,86.60254037844388,33.333333333333336,54.433105395181734,10.206207261596576,67.35753140545636,18.257418583505537,33.333333333333336,67.93662204867576,40.824829046386306,58.92556509887896,Doctor
448,DENATIST,33.54101966249684,25.819888974716115,52.70462766947299,47.43416490252569,59.6284793999944,42.426406871192846,25.819888974716115,61.39406135149205,94.86832980505137,54.77225575051661,Dentist
449,doktaar,58.92556509887895,40.824829046386306,44.44444444444444,8.333333333333332,54.997194092287025,14.9071198499986,13.608276348795433,46.22501635210243,33.33333333333333,57.735026918962575,Doctor
450,DENSTIS,23.57022603955158,13.608276348795433,33.33333333333333,50.0,31.426968052735443,59.6284793999944,27.216552697590867,36.980013081681946,88.88888888888889,38.490017945975055,Dentist
451,TEAchEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
452,teACHer,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
453,pharamcist,30.618621784789724,35.35533905932738,57.735026918962575,14.433756729740645,54.433105395181734,25.81988897471611,35.35533905932738,72.05766921228923,38.490017945975055,100.00000000000003,Pharmacist
454,pOLIcE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
455,Enjeneir,8.838834764831843,40.824829046386306,58.333333333333336,93.75,23.570226039551585,67.08203932499369,40.824829046386306,34.668762264076825,50.0,14.433756729740645,Engineer
456,nurxe,15.811388300841896,36.51483716701107,44.721359549995796,67.08203932499369,31.622776601683793,79.99999999999999,18.257418583505537,24.806946917841692,29.8142396999972,12.909944487358056,Nurse
457,DOKTOR,87.49999999999997,14.433756729740645,23.57022603955158,8.838834764831843,33.33333333333333,15.811388300841896,28.86751345948129,29.4174202707276,35.35533905932737,20.41241452319315,Doctor
458,lAwYer,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
459,Engianeer,8.57492925712544,49.50737714883372,64.67616667635546,97.01425001453319,34.29971702850177,65.07913734559685,39.60590171906698,40.36036763977875,48.5071250072666,28.0056016805602,Engineer
460,dokatar,58.92556509887895,40.824829046386306,44.44444444444444,8.333333333333332,54.997194092287025,14.9071198499986,13.608276348795433,46.22501635210243,33.33333333333333,57.735026918962575,Doctor
461,teACHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
462,lAWYRE,14.433756729740645,100.00000000000003,54.433105395181734,40.824829046386306,19.245008972987527,36.51483716701107,33.333333333333336,33.96831102433788,13.608276348795433,35.35533905932738,Lawyer
463,Enginnear,8.57492925712544,39.60590171906698,48.5071250072666,90.95085938862486,45.73295603800236,65.07913734559685,29.70442628930023,33.633639699815625,48.5071250072666,28.0056016805602,Engineer
464,engieneer,7.372097807744857,42.56282653793744,62.554324217122435,99.04434667711051,19.658927487319623,65.27533657682196,42.56282653793744,34.69889591797442,48.65336327998411,12.038585308576923,Engineer
465,poLiCE,43.30127018922194,33.333333333333336,40.824829046386306,40.824829046386306,28.86751345948129,18.257418583505537,100.00000000000003,45.29108136578384,27.216552697590867,35.35533905932738,Police
466,TeaCHEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
467,tEACHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
468,engenneer,6.804138174397716,39.28371006591931,57.735026918962575,96.22504486493763,27.216552697590867,68.85303726590962,31.426968052735443,26.68802563418119,44.90502093697089,5.555555555555555,Engineer
469,doctir,86.60254037844388,16.666666666666668,40.824829046386306,20.412414523193153,48.11252243246882,18.257418583505537,50.000000000000014,67.93662204867576,54.433105395181734,47.14045207910317,Doctor
470,TEAcHeR,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
471,Enginnier,8.111071056538126,28.09757434745082,38.235955645093625,91.7662935482247,32.44428422615251,61.55870112510924,37.46343246326776,31.81423814878889,53.53033790313106,19.867985355975655,Engineer
472,enjiniar,10.206207261596575,35.35533905932738,38.490017945975055,72.16878364870323,40.824829046386306,51.63977794943222,35.35533905932738,40.03203845127179,48.112522432468815,41.66666666666667,Engineer
473,tEACHEr,35.35533905932737,54.433105395181734,100.0,58.333333333333336,47.14045207910317,44.721359549995796,40.824829046386306,83.20502943378438,44.44444444444444,57.735026918962575,Teacher
474,engiinaar,9.128709291752767,42.16370213557839,43.03314829119352,71.0046946804693,48.686449556014765,46.18802153517005,31.622776601683793,42.966892442365975,43.03314829119352,52.17491947499509,Engineer
475,Enginiiar,8.57492925712544,29.70442628930023,32.33808333817773,72.76068751089988,34.29971702850177,43.386091563731235,39.60590171906698,40.36036763977875,48.5071250072666,42.0084025208403,Engineer
476,denttist,37.79644730092272,10.91089451179962,44.5435403187374,40.08918628686366,50.39526306789697,35.85685828003181,21.82178902359924,59.29994533288811,97.99578870122228,38.57583749052298,Dentist
